noise,controller,seed,viol_rate,pearson,final_V,auc_V,convergence,deadlock_rate,nonzero_frac
Student-t(1.5),C3_raw,25,0.5065065065065065,0.7159858458722561,4.0449925296025135,1.8870739161286267,0,0.005,0.995
Student-t(1.5),C3_raw,26,0.5285285285285285,0.5958730718332059,1.4429989910507584,1.7994196133691438,1,0.005,0.995
Student-t(1.5),C3_raw,27,0.5195195195195195,0.5755443441839959,3.463267026670185,1.7129011405794086,1,0.001,0.999
Student-t(1.5),C3_raw,28,0.5155155155155156,0.6598371363538628,1.2175395889771248,1.7520246727886106,1,0.004,0.996
Student-t(1.5),C3_raw,29,0.5045045045045045,0.9115759899575658,4.417663660242815,2.032280356584973,0,0.004,0.996
Student-t(1.5),C3_raw,30,0.4964964964964965,0.7217129887451436,3.2330138894258353,1.7263315113936615,1,0.001,0.999
Student-t(1.5),C3_raw,31,0.5305305305305306,0.6450078820470017,3.796231521715529,1.8142199606214113,1,0.003,0.997
Student-t(1.5),C3_raw,32,0.5225225225225225,0.7331062584456138,0.701674541185282,1.6683315902569882,0,0.003,0.997
Student-t(1.5),C3_raw,33,0.5165165165165165,0.7348961223041629,1.6274921882218392,1.7149008361257694,0,0.002,0.998
Student-t(1.5),C3_raw,34,0.4994994994994995,0.9089332952493967,0.8980097106415635,3.1253576345977163,1,0.006,0.994
Student-t(1.5),C3_raw,35,0.5055055055055055,0.9440547431056415,0.6357317005155616,2.476871075411562,1,0.006,0.994
Student-t(1.5),C3_raw,36,0.5035035035035035,0.6804825519966362,0.2385984892062971,1.687941482374908,1,0.008,0.992
Student-t(1.5),C3_raw,37,0.4984984984984985,0.7344434366444199,4.0066807659067045,1.6314486790733822,0,0.002,0.998
Student-t(1.5),C3_raw,38,0.5155155155155156,0.700200846131371,2.7055679303695634,1.7480312134799632,1,0.003,0.997
Student-t(1.5),C3_raw,39,0.5135135135135135,0.574336605124299,0.764241136246773,1.7585352829548437,1,0.008,0.992
